Date,Times,SMP
20110612,23h,114.43
20110613,23h,115.25
20110614,23h,115.17
20110615,23h,117.12
20110616,23h,115.06
20110617,23h,116.07
20110618,23h,115.22
20110619,23h,112.71
20110620,23h,115.26
20110621,23h,115.17
20110622,23h,115.15
20110623,23h,114.9
20110624,23h,114.97
20110625,23h,113.99
20110626,23h,112.39
20110627,23h,114.49
20110628,23h,114.98
20110629,23h,115.0
20110630,23h,114.9
20110701,23h,124.18
20110702,23h,124.27
20110703,23h,120.3
20110704,23h,123.24
20110705,23h,124.48
20110706,23h,124.22
20110707,23h,123.99
20110708,23h,123.81
20110709,23h,123.94
20110710,23h,122.22
20110711,23h,123.38
20110712,23h,124.12
20110713,23h,123.16
20110714,23h,123.98
20110715,23h,124.25
20110716,23h,123.99
20110717,23h,122.03
20110718,23h,124.47
20110719,23h,124.66
20110720,23h,124.83
20110721,23h,124.49
20110722,23h,124.37
20110723,23h,124.0
20110724,23h,120.52
20110725,23h,124.31
20110726,23h,124.66
20110727,23h,124.4
20110728,23h,124.36
20110729,23h,124.5
20110730,23h,123.77
20110731,23h,123.17
20110801,23h,118.49
20110802,23h,117.48
20110803,23h,122.55
20110804,23h,120.8
20110805,23h,122.5
20110806,23h,123.31
20110807,23h,118.74
20110808,23h,122.56
20110809,23h,122.6
20110810,23h,122.42
20110811,23h,122.45
20110812,23h,122.52
20110813,23h,117.86
20110814,23h,117.74
20110815,23h,121.8
20110816,23h,122.3
20110817,23h,121.75
20110818,23h,121.96
20110819,23h,121.97
20110820,23h,117.39
20110821,23h,118.39
20110822,23h,121.09
20110823,23h,122.21
20110824,23h,121.02
20110825,23h,122.78
20110826,23h,123.26
20110827,23h,121.94
20110828,23h,116.89
20110829,23h,122.09
20110830,23h,122.35
20110831,23h,122.86
20110901,23h,123.05
20110902,23h,123.14
20110903,23h,123.21
20110904,23h,120.43
20110905,23h,122.33
20110906,23h,124.05
20110907,23h,122.67
20110908,23h,122.21
20110909,23h,122.13
20110910,23h,121.56
20110911,23h,115.85
20110912,23h,78.56
20110913,23h,115.68
20110914,23h,121.56
20110915,23h,127.15
20110916,23h,140.99
20110917,23h,129.44
20110918,23h,123.45
20110919,23h,139.76
20110920,23h,139.82
20110921,23h,140.57
20110922,23h,131.21
20110923,23h,139.04
20110924,23h,139.23
20110925,23h,124.44
20110926,23h,136.69
20110927,23h,129.74
20110928,23h,123.7
20110929,23h,122.02
20110930,23h,122.25
20111001,23h,128.44
20111002,23h,119.16
20111003,23h,118.48
20111004,23h,119.03
20111005,23h,119.09
20111006,23h,120.06
20111007,23h,123.22
20111008,23h,119.46
20111009,23h,119.58
20111010,23h,127.62
20111011,23h,123.83
20111012,23h,123.09
20111013,23h,131.59
20111014,23h,129.46
20111015,23h,119.38
20111016,23h,119.7
20111017,23h,119.72
20111018,23h,119.75
20111019,23h,120.15
20111020,23h,124.2
20111021,23h,123.07
20111022,23h,119.23
20111023,23h,119.25
20111024,23h,120.31
20111025,23h,128.24
20111026,23h,124.87
20111027,23h,129.33
20111028,23h,135.12
20111029,23h,124.8
20111030,23h,119.89
20111031,23h,125.44
20111101,23h,138.37
20111102,23h,147.47
20111103,23h,142.07
20111104,23h,137.56
20111105,23h,134.07
20111106,23h,130.98
20111107,23h,137.5
20111108,23h,137.08
20111109,23h,132.37
20111110,23h,132.24
20111111,23h,132.59
20111112,23h,131.01
20111113,23h,135.95
20111114,23h,132.34
20111115,23h,132.54
20111116,23h,133.02
20111117,23h,136.98
20111118,23h,143.2
20111119,23h,133.72
20111120,23h,134.1
20111121,23h,132.86
20111122,23h,143.73
20111123,23h,136.45
20111124,23h,142.31
20111125,23h,151.87
20111126,23h,140.58
20111127,23h,133.79
20111128,23h,156.18
20111129,23h,146.8
20111130,23h,140.2
20111201,23h,139.3
20111202,23h,141.23
20111203,23h,134.53
20111204,23h,131.47
20111205,23h,142.6
20111206,23h,135.96
20111207,23h,136.4
20111208,23h,142.39
20111209,23h,142.15
20111210,23h,136.99
20111211,23h,133.72
20111212,23h,149.1
20111213,23h,142.74
20111214,23h,142.7
20111215,23h,155.3
20111216,23h,150.77
20111217,23h,139.11
20111218,23h,133.71
20111219,23h,147.78
20111220,23h,149.07
20111221,23h,144.36
20111222,23h,148.27
20111223,23h,151.76
20111224,23h,134.3
20111225,23h,135.9
20111226,23h,148.74
20111227,23h,143.7
20111228,23h,142.1
20111229,23h,153.21
20111230,23h,145.87
20111231,23h,72.05
20120101,23h,133.6
20120102,23h,150.61
20120103,23h,152.67
20120104,23h,152.18
20120105,23h,151.89
20120106,23h,156.1
20120107,23h,135.49
20120108,23h,138.2
20120109,23h,150.62
20120110,23h,150.39
20120111,23h,155.05
20120112,23h,150.49
20120113,23h,151.61
20120114,23h,139.04
20120115,23h,136.96
20120116,23h,146.92
20120117,23h,150.69
20120118,23h,150.7
20120119,23h,150.73
20120120,23h,138.28
20120121,23h,137.89
20120122,23h,137.47
20120123,23h,137.09
20120124,23h,137.1
20120125,23h,139.84
20120126,23h,165.95
20120127,23h,145.41
20120128,23h,136.99
20120129,23h,138.18
20120130,23h,144.45
20120131,23h,150.29
20120201,23h,153.1
20120202,23h,149.69
20120203,23h,180.68
20120204,23h,138.11
20120205,23h,135.27
20120206,23h,140.53
20120207,23h,180.74
20120208,23h,183.59
20120209,23h,179.32
20120210,23h,190.31
20120211,23h,146.76
20120212,23h,140.52
20120213,23h,145.92
20120214,23h,145.9
20120215,23h,145.75
20120216,23h,145.73
20120217,23h,145.85
20120218,23h,140.22
20120219,23h,134.92
20120220,23h,139.57
20120221,23h,145.97
20120222,23h,140.51
20120223,23h,146.35
20120224,23h,146.31
20120225,23h,141.2
20120226,23h,151.02
20120227,23h,148.43
20120228,23h,148.83
20120229,23h,147.29
20120301,23h,146.5
20120302,23h,197.61
20120303,23h,156.64
20120304,23h,140.28
20120305,23h,161.08
20120306,23h,161.47
20120307,23h,161.57
20120308,23h,188.35
20120309,23h,190.4
20120310,23h,163.94
20120311,23h,156.6
20120312,23h,179.02
20120313,23h,187.37
20120314,23h,208.94
20120315,23h,213.28
20120316,23h,214.06
20120317,23h,206.73
20120318,23h,157.63
20120319,23h,216.24
20120320,23h,209.24
20120321,23h,189.36
20120322,23h,210.73
20120323,23h,212.15
20120324,23h,161.99
20120325,23h,157.99
20120326,23h,179.09
20120327,23h,162.59
20120328,23h,157.85
20120329,23h,192.89
20120330,23h,207.58
20120331,23h,161.39
20120401,23h,148.64
20120402,23h,153.16
20120403,23h,203.3
20120404,23h,156.77
20120405,23h,194.4
20120406,23h,195.82
20120407,23h,156.17
20120408,23h,157.79
20120409,23h,194.76
20120410,23h,190.04
20120411,23h,148.96
20120412,23h,155.31
20120413,23h,193.05
20120414,23h,153.51
20120415,23h,137.88
20120416,23h,156.25
20120417,23h,191.68
20120418,23h,173.12
20120419,23h,161.02
20120420,23h,172.54
20120421,23h,162.08
20120422,23h,149.33
20120423,23h,153.65
20120424,23h,154.03
20120425,23h,189.44
20120426,23h,172.74
20120427,23h,153.64
20120428,23h,131.33
20120429,23h,138.13
20120430,23h,148.53
20120501,23h,167.79
20120502,23h,174.66
20120503,23h,173.71
20120504,23h,186.33
20120505,23h,158.75
20120506,23h,158.5
20120507,23h,167.91
20120508,23h,184.99
20120509,23h,185.8
20120510,23h,170.0
20120511,23h,163.35
20120512,23h,155.15
20120513,23h,145.76
20120514,23h,169.7
20120515,23h,164.47
20120516,23h,163.32
20120517,23h,163.22
20120518,23h,163.35
20120519,23h,145.79
20120520,23h,144.63
20120521,23h,202.47
20120522,23h,187.78
20120523,23h,201.61
20120524,23h,172.58
20120525,23h,184.88
20120526,23h,164.02
20120527,23h,154.73
20120528,23h,163.83
20120529,23h,198.95
20120530,23h,168.71
20120531,23h,190.42
20120601,23h,177.68
20120602,23h,173.8
20120603,23h,151.07
20120604,23h,176.75
20120605,23h,174.62
20120606,23h,162.68
20120607,23h,182.53
20120608,23h,174.88
20120609,23h,169.91
20120610,23h,153.36
20120611,23h,175.7
20120612,23h,171.3
20120613,23h,170.6
20120614,23h,169.51
20120615,23h,171.36
20120616,23h,152.47
20120617,23h,152.32
20120618,23h,169.55
20120619,23h,163.1
20120620,23h,164.19
20120621,23h,163.27
20120622,23h,159.15
20120623,23h,152.94
20120624,23h,162.43
20120625,23h,171.62
20120626,23h,170.87
20120627,23h,170.87
20120628,23h,171.06
20120629,23h,171.94
20120630,23h,162.71
20120701,23h,166.42
20120702,23h,201.47
20120703,23h,182.37
20120704,23h,183.63
20120705,23h,183.53
20120706,23h,179.14
20120707,23h,163.08
20120708,23h,162.98
20120709,23h,182.44
20120710,23h,175.34
20120711,23h,176.31
20120712,23h,183.53
20120713,23h,182.23
20120714,23h,163.41
20120715,23h,161.4
20120716,23h,182.32
20120717,23h,182.95
20120718,23h,192.06
20120719,23h,182.5
20120720,23h,182.34
20120721,23h,162.99
20120722,23h,164.33
20120723,23h,175.34
20120724,23h,175.75
20120725,23h,184.45
20120726,23h,182.48
20120727,23h,184.38
20120728,23h,172.96
20120729,23h,165.86
20120730,23h,184.25
20120731,23h,183.89
20120801,23h,168.99
20120802,23h,166.26
20120803,23h,166.31
20120804,23h,150.18
20120805,23h,147.8
20120806,23h,150.01
20120807,23h,150.21
20120808,23h,157.59
20120809,23h,167.32
20120810,23h,166.14
20120811,23h,148.92
20120812,23h,146.27
20120813,23h,161.55
20120814,23h,149.84
20120815,23h,167.1
20120816,23h,148.55
20120817,23h,149.14
20120818,23h,147.38
20120819,23h,143.7
20120820,23h,154.89
20120821,23h,149.61
20120822,23h,148.92
20120823,23h,148.83
20120824,23h,148.57
20120825,23h,149.07
20120826,23h,147.09
20120827,23h,149.43
20120828,23h,148.81
20120829,23h,148.81
20120830,23h,148.68
20120831,23h,148.03
20120901,23h,139.35
20120902,23h,135.52
20120903,23h,139.55
20120904,23h,138.89
20120905,23h,139.13
20120906,23h,139.29
20120907,23h,138.33
20120908,23h,134.3
20120909,23h,135.19
20120910,23h,138.8
20120911,23h,138.58
20120912,23h,137.75
20120913,23h,137.81
20120914,23h,138.75
20120915,23h,138.81
20120916,23h,133.61
20120917,23h,138.14
20120918,23h,139.25
20120919,23h,139.54
20120920,23h,138.66
20120921,23h,138.96
20120922,23h,135.2
20120923,23h,138.18
20120924,23h,138.66
20120925,23h,138.67
20120926,23h,139.19
20120927,23h,138.88
20120928,23h,137.68
20120929,23h,93.13
20120930,23h,71.0
20121001,23h,55.69
20121002,23h,133.23
20121003,23h,158.44
20121004,23h,149.45
20121005,23h,150.25
20121006,23h,133.51
20121007,23h,130.41
20121008,23h,150.65
20121009,23h,150.1
20121010,23h,153.98
20121011,23h,153.98
20121012,23h,164.91
20121013,23h,151.47
20121014,23h,134.24
20121015,23h,184.08
20121016,23h,153.61
20121017,23h,156.71
20121018,23h,156.52
20121019,23h,156.73
20121020,23h,134.41
20121021,23h,131.18
20121022,23h,153.87
20121023,23h,159.47
20121024,23h,153.49
20121025,23h,153.67
20121026,23h,153.56
20121027,23h,157.86
20121028,23h,136.98
20121029,23h,158.32
20121030,23h,161.61
20121031,23h,194.63
20121101,23h,159.73
20121102,23h,136.08
20121103,23h,120.14
20121104,23h,118.87
20121105,23h,141.57
20121106,23h,136.77
20121107,23h,178.99
20121108,23h,138.77
20121109,23h,139.23
20121110,23h,132.2
20121111,23h,120.01
20121112,23h,138.65
20121113,23h,155.04
20121114,23h,136.47
20121115,23h,134.22
20121116,23h,154.39
20121117,23h,128.63
20121118,23h,118.34
20121119,23h,139.35
20121120,23h,135.66
20121121,23h,132.66
20121122,23h,132.36
20121123,23h,137.64
20121124,23h,135.7
20121125,23h,119.79
20121126,23h,137.35
20121127,23h,133.02
20121128,23h,132.72
20121129,23h,132.66
20121130,23h,132.84
20121201,23h,150.15
20121202,23h,130.39
20121203,23h,142.1
20121204,23h,141.63
20121205,23h,145.98
20121206,23h,178.6
20121207,23h,145.51
20121208,23h,148.73
20121209,23h,132.2
20121210,23h,175.61
20121211,23h,153.27
20121212,23h,141.58
20121213,23h,169.64
20121214,23h,175.08
20121215,23h,146.87
20121216,23h,132.2
20121217,23h,163.08
20121218,23h,173.27
20121219,23h,186.38
20121220,23h,201.91
20121221,23h,154.86
20121222,23h,146.47
20121223,23h,150.31
20121224,23h,180.35
20121225,23h,140.1
20121226,23h,187.84
20121227,23h,154.82
20121228,23h,141.59
20121229,23h,208.69
20121230,23h,150.99
20121231,23h,145.97
20130101,23h,136.25
20130102,23h,179.58
20130103,23h,152.39
20130104,23h,151.89
20130105,23h,134.5
20130106,23h,136.04
20130107,23h,152.68
20130108,23h,147.38
20130109,23h,152.3
20130110,23h,152.37
20130111,23h,152.74
20130112,23h,137.87
20130113,23h,135.37
20130114,23h,151.15
20130115,23h,150.25
20130116,23h,150.33
20130117,23h,152.61
20130118,23h,213.09
20130119,23h,139.01
20130120,23h,135.62
20130121,23h,152.77
20130122,23h,152.67
20130123,23h,152.6
20130124,23h,145.66
20130125,23h,147.14
20130126,23h,137.62
20130127,23h,133.47
20130128,23h,136.37
20130129,23h,145.8
20130130,23h,145.91
20130131,23h,145.92
20130201,23h,151.46
20130202,23h,141.64
20130203,23h,138.37
20130204,23h,148.58
20130205,23h,151.37
20130206,23h,154.95
20130207,23h,160.87
20130208,23h,155.09
20130209,23h,136.21
20130210,23h,135.46
20130211,23h,137.55
20130212,23h,148.05
20130213,23h,155.38
20130214,23h,155.52
20130215,23h,156.94
20130216,23h,154.19
20130217,23h,139.02
20130218,23h,159.24
20130219,23h,168.76
20130220,23h,161.12
20130221,23h,160.97
20130222,23h,162.74
20130223,23h,149.3
20130224,23h,138.42
20130225,23h,155.4
20130226,23h,161.63
20130227,23h,155.54
20130228,23h,155.56
20130301,23h,144.03
20130302,23h,143.11
20130303,23h,140.08
20130304,23h,160.09
20130305,23h,157.1
20130306,23h,145.35
20130307,23h,159.61
20130308,23h,159.36
20130309,23h,141.44
20130310,23h,140.38
20130311,23h,156.31
20130312,23h,156.49
20130313,23h,164.22
20130314,23h,161.93
20130315,23h,161.9
20130316,23h,145.12
20130317,23h,141.01
20130318,23h,156.17
20130319,23h,156.77
20130320,23h,162.41
20130321,23h,161.73
20130322,23h,161.88
20130323,23h,155.41
20130324,23h,141.01
20130325,23h,168.89
20130326,23h,167.67
20130327,23h,162.02
20130328,23h,164.66
20130329,23h,169.87
20130330,23h,148.57
20130331,23h,141.67
20130401,23h,181.83
20130402,23h,178.46
20130403,23h,159.76
20130404,23h,166.19
20130405,23h,153.49
20130406,23h,136.22
20130407,23h,134.47
20130408,23h,181.73
20130409,23h,178.36
20130410,23h,185.84
20130411,23h,186.03
20130412,23h,186.77
20130413,23h,153.13
20130414,23h,141.05
20130415,23h,186.84
20130416,23h,184.1
20130417,23h,186.96
20130418,23h,186.01
20130419,23h,184.26
20130420,23h,158.64
20130421,23h,137.8
20130422,23h,191.55
20130423,23h,192.74
20130424,23h,186.2
20130425,23h,195.44
20130426,23h,190.29
20130427,23h,152.31
20130428,23h,136.01
20130429,23h,187.46
20130430,23h,190.66
20130501,23h,131.1
20130502,23h,190.55
20130503,23h,154.11
20130504,23h,143.1
20130505,23h,130.53
20130506,23h,184.51
20130507,23h,191.64
20130508,23h,182.23
20130509,23h,168.74
20130510,23h,168.91
20130511,23h,135.98
20130512,23h,129.44
20130513,23h,156.0
20130514,23h,170.07
20130515,23h,153.58
20130516,23h,158.84
20130517,23h,159.8
20130518,23h,130.8
20130519,23h,130.69
20130520,23h,155.62
20130521,23h,148.15
20130522,23h,155.82
20130523,23h,155.63
20130524,23h,150.44
20130525,23h,131.76
20130526,23h,130.74
20130527,23h,154.54
20130528,23h,147.99
20130529,23h,152.3
20130530,23h,148.07
20130531,23h,153.24
20130601,23h,147.6
20130602,23h,132.15
20130603,23h,154.78
20130604,23h,151.28
20130605,23h,153.5
20130606,23h,140.64
20130607,23h,156.7
20130608,23h,152.42
20130609,23h,132.97
20130610,23h,152.01
20130611,23h,155.83
20130612,23h,152.56
20130613,23h,150.81
20130614,23h,149.42
20130615,23h,142.28
20130616,23h,143.48
20130617,23h,155.22
20130618,23h,149.05
20130619,23h,149.53
20130620,23h,151.43
20130621,23h,150.86
20130622,23h,134.3
20130623,23h,132.97
20130624,23h,148.18
20130625,23h,149.53
20130626,23h,149.29
20130627,23h,151.45
20130628,23h,151.45
20130629,23h,135.74
20130630,23h,133.55
20130701,23h,155.48
20130702,23h,152.68
20130703,23h,147.3
20130704,23h,152.8
20130705,23h,145.78
20130706,23h,139.13
20130707,23h,135.31
20130708,23h,153.08
20130709,23h,155.63
20130710,23h,155.58
20130711,23h,153.64
20130712,23h,154.26
20130713,23h,136.93
20130714,23h,136.56
20130715,23h,152.79
20130716,23h,152.73
20130717,23h,151.87
20130718,23h,147.03
20130719,23h,146.12
20130720,23h,142.67
20130721,23h,134.48
20130722,23h,144.38
20130723,23h,152.72
20130724,23h,147.6
20130725,23h,146.22
20130726,23h,137.9
20130727,23h,137.08
20130728,23h,134.48
20130729,23h,153.42
20130730,23h,146.12
20130731,23h,139.34
20130801,23h,136.04
20130802,23h,136.15
20130803,23h,136.23
20130804,23h,137.03
20130805,23h,136.13
20130806,23h,136.65
20130807,23h,139.71
20130808,23h,136.68
20130809,23h,155.43
20130810,23h,139.43
20130811,23h,135.98
20130812,23h,146.76
20130813,23h,158.92
20130814,23h,158.41
20130815,23h,139.24
20130816,23h,152.26
20130817,23h,135.96
20130818,23h,134.45
20130819,23h,150.06
20130820,23h,155.08
20130821,23h,156.09
20130822,23h,154.94
20130823,23h,186.82
20130824,23h,154.5
20130825,23h,135.36
20130826,23h,154.78
20130827,23h,139.35
20130828,23h,146.63
20130829,23h,154.61
20130830,23h,151.92
20130831,23h,135.74
20130901,23h,133.41
20130902,23h,137.27
20130903,23h,135.95
20130904,23h,134.97
20130905,23h,135.23
20130906,23h,136.36
20130907,23h,134.15
20130908,23h,135.26
20130909,23h,135.92
20130910,23h,136.88
20130911,23h,137.65
20130912,23h,137.75
20130913,23h,137.78
20130914,23h,135.65
20130915,23h,136.29
20130916,23h,136.37
20130917,23h,135.57
20130918,23h,128.58
20130919,23h,49.42
20130920,23h,66.5
20130921,23h,129.19
20130922,23h,131.39
20130923,23h,137.24
20130924,23h,158.67
20130925,23h,157.39
20130926,23h,148.34
20130927,23h,140.35
20130928,23h,136.99
20130929,23h,133.9
20130930,23h,159.19
20131001,23h,172.42
20131002,23h,157.92
20131003,23h,132.96
20131004,23h,152.17
20131005,23h,133.71
20131006,23h,131.37
20131007,23h,152.81
20131008,23h,156.54
20131009,23h,152.56
20131010,23h,159.47
20131011,23h,159.36
20131012,23h,149.67
20131013,23h,137.89
20131014,23h,166.44
20131015,23h,157.13
20131016,23h,156.86
20131017,23h,157.11
20131018,23h,156.32
20131019,23h,146.95
20131020,23h,132.42
20131021,23h,155.58
20131022,23h,156.04
20131023,23h,156.39
20131024,23h,156.3
20131025,23h,156.07
20131026,23h,145.59
20131027,23h,132.25
20131028,23h,155.42
20131029,23h,157.13
20131030,23h,159.64
20131031,23h,180.63
20131101,23h,173.05
20131102,23h,142.75
20131103,23h,130.37
20131104,23h,150.16
20131105,23h,146.86
20131106,23h,149.7
20131107,23h,149.89
20131108,23h,149.78
20131109,23h,142.46
20131110,23h,128.31
20131111,23h,149.67
20131112,23h,150.13
20131113,23h,144.07
20131114,23h,149.38
20131115,23h,147.86
20131116,23h,143.25
20131117,23h,129.56
20131118,23h,149.27
20131119,23h,149.6
20131120,23h,147.37
20131121,23h,145.64
20131122,23h,147.04
20131123,23h,142.74
20131124,23h,134.54
20131125,23h,148.61
20131126,23h,145.52
20131127,23h,147.75
20131128,23h,145.81
20131129,23h,149.91
20131130,23h,144.58
20131201,23h,139.29
20131202,23h,162.1
20131203,23h,153.64
20131204,23h,152.01
20131205,23h,152.18
20131206,23h,154.0
20131207,23h,137.44
20131208,23h,136.95
20131209,23h,152.94
20131210,23h,147.51
20131211,23h,150.41
20131212,23h,154.07
20131213,23h,160.55
20131214,23h,148.6
20131215,23h,139.86
20131216,23h,153.54
20131217,23h,153.46
20131218,23h,154.18
20131219,23h,153.8
20131220,23h,154.02
20131221,23h,140.51
20131222,23h,136.45
20131223,23h,153.89
20131224,23h,153.97
20131225,23h,137.01
20131226,23h,157.15
20131227,23h,153.69
20131228,23h,140.51
20131229,23h,135.82
20131230,23h,149.24
20131231,23h,137.97
20140101,23h,134.03
20140102,23h,156.33
20140103,23h,149.29
20140104,23h,139.89
20140105,23h,133.49
20140106,23h,135.95
20140107,23h,136.21
20140108,23h,135.88
20140109,23h,135.63
20140110,23h,149.27
20140111,23h,136.84
20140112,23h,133.11
20140113,23h,147.35
20140114,23h,145.46
20140115,23h,146.72
20140116,23h,144.5
20140117,23h,144.67
20140118,23h,135.85
20140119,23h,133.45
20140120,23h,149.31
20140121,23h,149.12
20140122,23h,149.11
20140123,23h,143.75
20140124,23h,148.02
20140125,23h,147.08
20140126,23h,134.28
20140127,23h,150.12
20140128,23h,135.73
20140129,23h,136.5
20140130,23h,131.76
20140131,23h,132.14
20140201,23h,140.84
20140202,23h,144.14
20140203,23h,143.42
20140204,23h,159.98
20140205,23h,159.77
20140206,23h,159.81
20140207,23h,164.89
20140208,23h,147.42
20140209,23h,142.85
20140210,23h,156.85
20140211,23h,159.83
20140212,23h,156.27
20140213,23h,154.94
20140214,23h,160.24
20140215,23h,149.17
20140216,23h,142.8
20140217,23h,155.01
20140218,23h,155.14
20140219,23h,161.25
20140220,23h,159.11
20140221,23h,160.01
20140222,23h,144.62
20140223,23h,142.46
20140224,23h,155.32
20140225,23h,159.33
20140226,23h,162.5
20140227,23h,160.89
20140228,23h,160.01
20140301,23h,155.06
20140302,23h,152.28
20140303,23h,171.33
20140304,23h,166.71
20140305,23h,168.79
20140306,23h,169.78
20140307,23h,173.02
20140308,23h,168.17
20140309,23h,153.88
20140310,23h,178.96
20140311,23h,169.73
20140312,23h,173.94
20140313,23h,174.86
20140314,23h,178.78
20140315,23h,167.63
20140316,23h,154.34
20140317,23h,171.33
20140318,23h,168.31
20140319,23h,168.12
20140320,23h,168.76
20140321,23h,170.55
20140322,23h,153.8
20140323,23h,150.79
20140324,23h,166.71
20140325,23h,166.0
20140326,23h,156.54
20140327,23h,159.52
20140328,23h,166.67
20140329,23h,154.62
20140330,23h,152.87
20140331,23h,170.05
20140401,23h,162.76
20140402,23h,162.7
20140403,23h,162.36
20140404,23h,164.7
20140405,23h,144.0
20140406,23h,142.12
20140407,23h,162.37
20140408,23h,161.74
20140409,23h,158.14
20140410,23h,162.01
20140411,23h,161.79
20140412,23h,147.96
20140413,23h,142.2
20140414,23h,162.0
20140415,23h,161.74
20140416,23h,155.53
20140417,23h,162.2
20140418,23h,162.3
20140419,23h,145.11
20140420,23h,142.83
20140421,23h,161.73
20140422,23h,152.18
20140423,23h,146.99
20140424,23h,144.96
20140425,23h,145.99
20140426,23h,144.95
20140427,23h,142.86
20140428,23h,164.79
20140429,23h,152.8
20140430,23h,143.94
20140501,23h,137.38
20140502,23h,142.98
20140503,23h,140.8
20140504,23h,137.4
20140505,23h,138.46
20140506,23h,143.65
20140507,23h,144.35
20140508,23h,145.61
20140509,23h,145.61
20140510,23h,142.51
20140511,23h,137.78
20140512,23h,163.43
20140513,23h,157.26
20140514,23h,157.7
20140515,23h,150.51
20140516,23h,154.34
20140517,23h,142.49
20140518,23h,136.74
20140519,23h,152.8
20140520,23h,144.85
20140521,23h,143.31
20140522,23h,145.61
20140523,23h,141.83
20140524,23h,142.32
20140525,23h,137.93
20140526,23h,143.47
20140527,23h,145.05
20140528,23h,142.97
20140529,23h,142.98
20140530,23h,142.58
20140531,23h,142.13
20140601,23h,138.68
20140602,23h,141.8
20140603,23h,139.73
20140604,23h,139.22
20140605,23h,139.24
20140606,23h,135.94
20140607,23h,137.63
20140608,23h,132.7
20140609,23h,139.78
20140610,23h,139.25
20140611,23h,139.05
20140612,23h,140.65
20140613,23h,138.91
20140614,23h,136.66
20140615,23h,133.15
20140616,23h,139.22
20140617,23h,138.92
20140618,23h,138.91
20140619,23h,139.05
20140620,23h,138.34
20140621,23h,136.72
20140622,23h,133.47
20140623,23h,139.32
20140624,23h,139.27
20140625,23h,138.42
20140626,23h,138.42
20140627,23h,139.35
20140628,23h,136.62
20140629,23h,134.18
20140630,23h,140.33
20140701,23h,140.81
20140702,23h,140.87
20140703,23h,140.02
20140704,23h,141.0
20140705,23h,137.89
20140706,23h,137.78
20140707,23h,140.94
20140708,23h,140.54
20140709,23h,141.54
20140710,23h,141.35
20140711,23h,141.91
20140712,23h,138.3
20140713,23h,137.86
20140714,23h,140.46
20140715,23h,140.34
20140716,23h,140.39
20140717,23h,140.07
20140718,23h,140.17
20140719,23h,137.88
20140720,23h,135.58
20140721,23h,139.03
20140722,23h,139.78
20140723,23h,139.07
20140724,23h,139.81
20140725,23h,139.01
20140726,23h,139.36
20140727,23h,134.4
20140728,23h,139.0
20140729,23h,140.32
20140730,23h,135.55
20140731,23h,135.61
20140801,23h,134.3
20140802,23h,132.74
20140803,23h,130.59
20140804,23h,134.71
20140805,23h,134.23
20140806,23h,132.2
20140807,23h,132.77
20140808,23h,131.91
20140809,23h,129.87
20140810,23h,127.98
20140811,23h,132.41
20140812,23h,130.54
20140813,23h,132.17
20140814,23h,132.14
20140815,23h,131.84
20140816,23h,129.72
20140817,23h,128.38
20140818,23h,131.94
20140819,23h,132.06
20140820,23h,131.4
20140821,23h,131.69
20140822,23h,132.35
20140823,23h,130.32
20140824,23h,130.12
20140825,23h,132.14
20140826,23h,132.15
20140827,23h,132.33
20140828,23h,134.33
20140829,23h,134.32
20140830,23h,131.68
20140831,23h,130.14
20140901,23h,136.46
20140902,23h,136.2
20140903,23h,136.35
20140904,23h,135.25
20140905,23h,134.21
20140906,23h,132.41
20140907,23h,48.82
20140908,23h,84.68
20140909,23h,133.54
20140910,23h,133.17
20140911,23h,136.37
20140912,23h,137.11
20140913,23h,136.0
20140914,23h,134.35
20140915,23h,138.31
20140916,23h,137.11
20140917,23h,136.98
20140918,23h,137.02
20140919,23h,137.13
20140920,23h,136.13
20140921,23h,134.12
20140922,23h,136.3
20140923,23h,137.04
20140924,23h,139.14
20140925,23h,139.05
20140926,23h,138.77
20140927,23h,135.33
20140928,23h,135.6
20140929,23h,139.06
20140930,23h,138.86
20141001,23h,132.86
20141002,23h,134.59
20141003,23h,131.25
20141004,23h,128.42
20141005,23h,128.2
20141006,23h,134.74
20141007,23h,134.65
20141008,23h,132.27
20141009,23h,131.15
20141010,23h,131.33
20141011,23h,131.23
20141012,23h,126.54
20141013,23h,134.75
20141014,23h,134.48
20141015,23h,135.43
20141016,23h,135.49
20141017,23h,134.68
20141018,23h,130.15
20141019,23h,127.94
20141020,23h,134.7
20141021,23h,133.06
20141022,23h,134.38
20141023,23h,134.35
20141024,23h,135.81
20141025,23h,132.7
20141026,23h,128.27
20141027,23h,132.86
20141028,23h,133.02
20141029,23h,133.03
20141030,23h,134.94
20141031,23h,134.47
20141101,23h,134.77
20141102,23h,130.27
20141103,23h,137.05
20141104,23h,135.94
20141105,23h,135.57
20141106,23h,135.9
20141107,23h,134.19
20141108,23h,129.75
20141109,23h,129.19
20141110,23h,134.18
20141111,23h,134.19
20141112,23h,133.7
20141113,23h,134.79
20141114,23h,138.55
20141115,23h,134.11
20141116,23h,134.52
20141117,23h,137.24
20141118,23h,137.09
20141119,23h,136.5
20141120,23h,136.65
20141121,23h,135.57
20141122,23h,132.05
20141123,23h,131.63
20141124,23h,136.39
20141125,23h,136.46
20141126,23h,135.03
20141127,23h,134.17
20141128,23h,135.4
20141129,23h,130.9
20141130,23h,129.51
20141201,23h,143.79
20141202,23h,143.7
20141203,23h,144.98
