Date,Type,SMP
20120405,평균,177.07
20120406,평균,176.25
20120407,평균,147.37
20120408,평균,135.96
20120409,평균,178.31
20120410,평균,176.05
20120411,평균,142.91
20120412,평균,148.65
20120413,평균,175.94
20120414,평균,144.48
20120415,평균,130.97
20120416,평균,148.96
20120417,평균,175.44
20120418,평균,172.56
20120419,평균,161.43
20120420,평균,165.24
20120421,평균,150.14
20120422,평균,133.07
20120423,평균,147.31
20120424,평균,149.22
20120425,평균,178.93
20120426,평균,165.78
20120427,평균,150.43
20120428,평균,134.41
20120429,평균,129.05
20120430,평균,143.52
20120501,평균,150.49
20120502,평균,165.76
20120503,평균,166.49
20120504,평균,177.93
20120505,평균,154.19
20120506,평균,147.77
20120507,평균,160.37
20120508,평균,176.19
20120509,평균,177.77
20120510,평균,178.89
20120511,평균,161.13
20120512,평균,153.71
20120513,평균,142.74
20120514,평균,173.99
20120515,평균,163.08
20120516,평균,161.35
20120517,평균,163.18
20120518,평균,163.95
20120519,평균,156.01
20120520,평균,143.75
20120521,평균,211.92
20120522,평균,208.9
20120523,평균,194.86
20120524,평균,176.19
20120525,평균,174.48
20120526,평균,163.87
20120527,평균,146.91
20120528,평균,157.02
20120529,평균,191.18
20120530,평균,204.47
20120531,평균,192.99
20120601,평균,183.07
20120602,평균,171.48
20120603,평균,149.77
20120604,평균,169.92
20120605,평균,180.46
20120606,평균,153.97
20120607,평균,198.7
20120608,평균,193.16
20120609,평균,165.55
20120610,평균,151.55
20120611,평균,192.4
20120612,평균,188.54
20120613,평균,181.11
20120614,평균,188.47
20120615,평균,189.74
20120616,평균,161.12
20120617,평균,150.18
20120618,평균,182.42
20120619,평균,170.82
20120620,평균,183.67
20120621,평균,187.89
20120622,평균,183.79
20120623,평균,161.31
20120624,평균,151.6
20120625,평균,190.67
20120626,평균,188.1
20120627,평균,186.01
20120628,평균,187.53
20120629,평균,193.66
20120630,평균,165.46
20120701,평균,164.58
20120702,평균,196.33
20120703,평균,194.29
20120704,평균,191.06
20120705,평균,195.85
20120706,평균,193.74
20120707,평균,168.87
20120708,평균,159.84
20120709,평균,191.88
20120710,평균,191.33
20120711,평균,193.02
20120712,평균,192.19
20120713,평균,192.55
20120714,평균,172.3
20120715,평균,160.57
20120716,평균,191.74
20120717,평균,193.56
20120718,평균,188.87
20120719,평균,187.04
20120720,평균,186.57
20120721,평균,172.09
20120722,평균,160.49
20120723,평균,171.69
20120724,평균,180.1
20120725,평균,194.15
20120726,평균,201.93
20120727,평균,201.46
20120728,평균,176.86
20120729,평균,157.05
20120730,평균,189.49
20120731,평균,189.93
20120801,평균,188.18
20120802,평균,182.23
20120803,평균,192.88
20120804,평균,156.51
20120805,평균,141.98
20120806,평균,158.31
20120807,평균,161.3
20120808,평균,178.39
20120809,평균,187.53
20120810,평균,183.92
20120811,평균,156.68
20120812,평균,137.28
20120813,평균,167.36
20120814,평균,160.89
20120815,평균,157.1
20120816,평균,144.93
20120817,평균,159.85
20120818,평균,147.05
20120819,평균,139.57
20120820,평균,149.13
20120821,평균,174.45
20120822,평균,162.59
20120823,평균,161.65
20120824,평균,158.69
20120825,평균,146.64
20120826,평균,136.65
20120827,평균,146.86
20120828,평균,153.85
20120829,평균,155.11
20120830,평균,154.62
20120831,평균,148.66
20120901,평균,137.21
20120902,평균,121.37
20120903,평균,137.96
20120904,평균,148.33
20120905,평균,146.17
20120906,평균,145.94
20120907,평균,138.54
20120908,평균,136.21
20120909,평균,112.35
20120910,평균,131.55
20120911,평균,140.77
20120912,평균,137.63
20120913,평균,137.5
20120914,평균,137.63
20120915,평균,136.08
20120916,평균,110.93
20120917,평균,123.01
20120918,평균,140.84
20120919,평균,138.67
20120920,평균,138.1
20120921,평균,137.63
20120922,평균,136.85
20120923,평균,134.24
20120924,평균,145.95
20120925,평균,145.8
20120926,평균,144.18
20120927,평균,146.62
20120928,평균,136.81
20120929,평균,66.69
20120930,평균,53.73
20121001,평균,49.6
20121002,평균,107.51
20121003,평균,132.11
20121004,평균,148.49
20121005,평균,155.88
20121006,평균,141.09
20121007,평균,130.53
20121008,평균,172.96
20121009,평균,149.95
20121010,평균,168.1
20121011,평균,157.99
20121012,평균,157.64
20121013,평균,147.1
20121014,평균,134.53
20121015,평균,177.3
20121016,평균,148.74
20121017,평균,159.92
20121018,평균,171.47
20121019,평균,157.61
20121020,평균,134.81
20121021,평균,129.8
20121022,평균,148.33
20121023,평균,148.66
20121024,평균,147.09
20121025,평균,150.38
20121026,평균,147.07
20121027,평균,143.56
20121028,평균,132.11
20121029,평균,169.25
20121030,평균,182.31
20121031,평균,179.69
20121101,평균,152.53
20121102,평균,131.75
20121103,평균,119.42
20121104,평균,115.71
20121105,평균,128.53
20121106,평균,131.53
20121107,평균,158.41
20121108,평균,133.4
20121109,평균,142.29
20121110,평균,128.19
20121111,평균,117.49
20121112,평균,132.44
20121113,평균,161.33
20121114,평균,155.44
20121115,평균,140.17
20121116,평균,153.29
20121117,평균,127.25
20121118,평균,116.7
20121119,평균,133.23
20121120,평균,158.32
20121121,평균,152.79
20121122,평균,147.07
20121123,평균,158.32
20121124,평균,131.39
20121125,평균,117.48
20121126,평균,139.86
20121127,평균,133.2
20121128,평균,132.0
20121129,평균,133.69
20121130,평균,139.92
20121201,평균,141.56
20121202,평균,125.64
20121203,평균,163.73
20121204,평균,161.12
20121205,평균,161.26
20121206,평균,181.47
20121207,평균,174.98
20121208,평균,143.76
20121209,평균,125.85
20121210,평균,176.99
20121211,평균,175.68
20121212,평균,172.71
20121213,평균,181.29
20121214,평균,184.68
20121215,평균,147.12
20121216,평균,126.04
20121217,평균,174.76
20121218,평균,206.97
20121219,평균,163.19
20121220,평균,181.15
20121221,평균,175.0
20121222,평균,143.55
20121223,평균,130.67
20121224,평균,190.02
20121225,평균,125.95
20121226,평균,220.88
20121227,평균,188.61
20121228,평균,175.19
20121229,평균,175.12
20121230,평균,134.84
20121231,평균,142.41
20130101,평균,133.66
20130102,평균,171.96
20130103,평균,169.37
20130104,평균,163.05
20130105,평균,135.52
20130106,평균,133.01
20130107,평균,159.09
20130108,평균,159.85
20130109,평균,167.32
20130110,평균,166.27
20130111,평균,161.28
20130112,평균,141.06
20130113,평균,134.54
20130114,평균,153.89
20130115,평균,167.15
20130116,평균,155.84
20130117,평균,154.39
20130118,평균,152.45
20130119,평균,140.08
20130120,평균,134.96
20130121,평균,160.78
20130122,평균,152.37
20130123,평균,151.27
20130124,평균,151.07
20130125,평균,150.15
20130126,평균,135.31
20130127,평균,133.7
20130128,평균,146.31
20130129,평균,146.29
20130130,평균,147.91
20130131,평균,148.01
20130201,평균,152.35
20130202,평균,141.69
20130203,평균,136.73
20130204,평균,153.41
20130205,평균,153.27
20130206,평균,152.98
20130207,평균,164.62
20130208,평균,155.0
20130209,평균,135.18
20130210,평균,105.15
20130211,평균,133.97
20130212,평균,145.73
20130213,평균,154.8
20130214,평균,154.74
20130215,평균,158.71
20130216,평균,146.45
20130217,평균,137.57
20130218,평균,161.76
20130219,평균,157.85
20130220,평균,159.59
20130221,평균,159.72
20130222,평균,156.68
20130223,평균,142.5
20130224,평균,136.69
20130225,평균,158.34
20130226,평균,157.02
20130227,평균,154.64
20130228,평균,152.33
20130301,평균,141.02
20130302,평균,142.45
20130303,평균,140.34
20130304,평균,157.01
20130305,평균,153.09
20130306,평균,150.53
20130307,평균,156.66
20130308,평균,156.33
20130309,평균,142.68
20130310,평균,140.33
20130311,평균,155.03
20130312,평균,154.21
20130313,평균,158.77
20130314,평균,157.22
20130315,평균,156.16
20130316,평균,142.68
20130317,평균,139.18
20130318,평균,150.81
20130319,평균,153.1
20130320,평균,157.01
20130321,평균,155.92
20130322,평균,153.49
20130323,평균,144.01
20130324,평균,137.82
20130325,평균,162.26
20130326,평균,163.7
20130327,평균,157.04
20130328,평균,159.82
20130329,평균,162.97
20130330,평균,146.18
20130331,평균,138.99
20130401,평균,166.8
20130402,평균,163.31
20130403,평균,152.88
20130404,평균,151.58
20130405,평균,149.55
20130406,평균,136.29
20130407,평균,133.24
20130408,평균,170.02
20130409,평균,169.43
20130410,평균,175.57
20130411,평균,171.28
20130412,평균,173.29
20130413,평균,151.22
20130414,평균,135.93
20130415,평균,172.84
20130416,평균,168.16
20130417,평균,172.75
20130418,평균,177.01
20130419,평균,171.88
20130420,평균,153.12
20130421,평균,133.98
20130422,평균,176.7
20130423,평균,179.07
20130424,평균,172.41
20130425,평균,180.06
20130426,평균,175.03
20130427,평균,146.43
20130428,평균,134.18
20130429,평균,174.4
20130430,평균,173.8
20130501,평균,130.42
20130502,평균,174.52
20130503,평균,149.33
20130504,평균,138.75
20130505,평균,129.05
20130506,평균,169.71
20130507,평균,173.13
20130508,평균,165.51
20130509,평균,159.52
20130510,평균,163.37
20130511,평균,133.45
20130512,평균,129.48
20130513,평균,146.85
20130514,평균,169.38
20130515,평균,148.61
20130516,평균,150.54
20130517,평균,150.73
20130518,평균,130.09
20130519,평균,128.94
20130520,평균,147.94
20130521,평균,144.27
20130522,평균,159.46
20130523,평균,155.25
20130524,평균,154.72
20130525,평균,130.63
20130526,평균,126.4
20130527,평균,154.69
20130528,평균,157.09
20130529,평균,145.54
20130530,평균,161.39
20130531,평균,162.51
20130601,평균,145.38
20130602,평균,130.51
20130603,평균,167.59
20130604,평균,167.07
20130605,평균,171.05
20130606,평균,142.68
20130607,평균,171.28
20130608,평균,147.76
20130609,평균,131.71
20130610,평균,167.14
20130611,평균,171.4
20130612,평균,171.32
20130613,평균,158.41
20130614,평균,163.33
20130615,평균,144.66
20130616,평균,133.79
20130617,평균,173.91
20130618,평균,170.43
20130619,평균,174.21
20130620,평균,167.46
20130621,평균,175.02
20130622,평균,142.78
20130623,평균,132.43
20130624,평균,147.16
20130625,평균,163.79
20130626,평균,166.38
20130627,평균,165.34
20130628,평균,164.71
20130629,평균,142.96
20130630,평균,132.32
20130701,평균,164.91
20130702,평균,163.05
20130703,평균,158.52
20130704,평균,159.9
20130705,평균,158.53
20130706,평균,142.85
20130707,평균,134.05
20130708,평균,159.75
20130709,평균,165.92
20130710,평균,168.99
20130711,평균,169.28
20130712,평균,170.63
20130713,평균,144.04
20130714,평균,135.53
20130715,평균,167.1
20130716,평균,159.37
20130717,평균,163.96
20130718,평균,159.69
20130719,평균,158.73
20130720,평균,144.13
20130721,평균,133.56
20130722,평균,145.6
20130723,평균,159.34
20130724,평균,160.87
20130725,평균,151.08
20130726,평균,150.06
20130727,평균,144.07
20130728,평균,133.78
20130729,평균,160.16
20130730,평균,149.94
20130731,평균,144.85
20130801,평균,144.45
20130802,평균,143.45
20130803,평균,135.1
20130804,평균,134.82
20130805,평균,143.57
20130806,평균,144.86
20130807,평균,145.3
20130808,평균,149.21
20130809,평균,163.2
20130810,평균,145.61
20130811,평균,134.42
20130812,평균,162.11
20130813,평균,180.32
20130814,평균,173.56
20130815,평균,148.46
20130816,평균,160.17
20130817,평균,143.44
20130818,평균,132.37
20130819,평균,159.76
20130820,평균,165.29
20130821,평균,170.09
20130822,평균,173.02
20130823,평균,180.65
20130824,평균,148.48
20130825,평균,134.16
20130826,평균,160.79
20130827,평균,148.95
20130828,평균,150.82
20130829,평균,157.46
20130830,평균,159.9
20130831,평균,139.13
20130901,평균,132.99
20130902,평균,142.66
20130903,평균,136.52
20130904,평균,141.74
20130905,평균,142.05
20130906,평균,145.7
20130907,평균,134.88
20130908,평균,132.56
20130909,평균,141.09
20130910,평균,142.99
20130911,평균,146.9
20130912,평균,147.51
20130913,평균,148.76
20130914,평균,139.92
20130915,평균,133.31
20130916,평균,144.05
20130917,평균,136.02
20130918,평균,107.67
20130919,평균,45.75
20130920,평균,48.53
20130921,평균,87.17
20130922,평균,112.14
20130923,평균,146.2
20130924,평균,160.42
20130925,평균,154.59
20130926,평균,159.6
20130927,평균,145.42
20130928,평균,141.91
20130929,평균,133.32
20130930,평균,170.09
20131001,평균,201.91
20131002,평균,174.75
20131003,평균,131.92
20131004,평균,147.6
20131005,평균,144.85
20131006,평균,130.74
20131007,평균,159.03
20131008,평균,164.49
20131009,평균,146.63
20131010,평균,165.12
20131011,평균,171.88
20131012,평균,147.12
20131013,평균,133.42
20131014,평균,168.95
20131015,평균,176.76
20131016,평균,164.34
20131017,평균,164.83
20131018,평균,158.38
20131019,평균,142.86
20131020,평균,131.23
20131021,평균,157.07
20131022,평균,152.41
20131023,평균,152.32
20131024,평균,150.47
20131025,평균,150.19
20131026,평균,142.22
20131027,평균,130.73
20131028,평균,149.7
20131029,평균,151.72
20131030,평균,163.48
20131031,평균,165.79
20131101,평균,162.4
20131102,평균,140.51
20131103,평균,127.65
20131104,평균,154.17
20131105,평균,142.9
20131106,평균,144.59
20131107,평균,144.33
20131108,평균,144.61
20131109,평균,139.34
20131110,평균,126.48
20131111,평균,143.81
20131112,평균,144.65
20131113,평균,143.61
20131114,평균,144.44
20131115,평균,144.59
20131116,평균,139.85
20131117,평균,127.42
20131118,평균,150.47
20131119,평균,157.85
20131120,평균,154.78
20131121,평균,144.85
20131122,평균,145.96
20131123,평균,138.36
20131124,평균,128.01
20131125,평균,144.04
20131126,평균,146.54
20131127,평균,145.0
20131128,평균,154.0
20131129,평균,157.76
20131130,평균,139.04
20131201,평균,135.82
20131202,평균,158.6
20131203,평균,153.54
20131204,평균,151.78
20131205,평균,152.32
20131206,평균,152.55
20131207,평균,137.03
20131208,평균,134.99
20131209,평균,151.5
20131210,평균,147.67
20131211,평균,150.76
20131212,평균,151.48
20131213,평균,154.37
20131214,평균,148.08
20131215,평균,136.74
20131216,평균,156.07
20131217,평균,153.6
20131218,평균,158.78
20131219,평균,160.32
20131220,평균,157.14
20131221,평균,142.22
20131222,평균,134.43
20131223,평균,156.72
20131224,평균,157.29
20131225,평균,133.88
20131226,평균,157.74
20131227,평균,158.5
20131228,평균,141.17
20131229,평균,135.63
20131230,평균,156.66
20131231,평균,139.34
20140101,평균,131.02
20140102,평균,155.25
20140103,평균,150.77
20140104,평균,137.35
20140105,평균,133.97
20140106,평균,147.23
20140107,평균,144.04
20140108,평균,144.9
20140109,평균,148.17
20140110,평균,150.41
20140111,평균,135.53
20140112,평균,132.68
20140113,평균,148.94
20140114,평균,151.97
20140115,평균,149.35
20140116,평균,153.26
20140117,평균,147.99
20140118,평균,135.37
20140119,평균,133.94
20140120,평균,148.97
20140121,평균,150.95
20140122,평균,149.13
20140123,평균,146.37
20140124,평균,150.25
20140125,평균,143.41
20140126,평균,134.54
20140127,평균,152.08
20140128,평균,144.27
20140129,평균,138.21
20140130,평균,108.94
20140131,평균,85.53
20140201,평균,98.14
20140202,평균,118.52
20140203,평균,149.61
20140204,평균,162.24
20140205,평균,161.26
20140206,평균,159.71
20140207,평균,161.09
20140208,평균,150.3
20140209,평균,142.0
20140210,평균,160.4
20140211,평균,160.09
20140212,평균,159.62
20140213,평균,158.5
20140214,평균,159.14
20140215,평균,147.48
20140216,평균,142.58
20140217,평균,157.52
20140218,평균,158.03
20140219,평균,157.06
20140220,평균,156.88
20140221,평균,155.53
20140222,평균,146.08
20140223,평균,142.44
20140224,평균,159.17
20140225,평균,156.76
20140226,평균,160.01
20140227,평균,157.72
20140228,평균,158.65
20140301,평균,153.34
20140302,평균,152.75
20140303,평균,166.85
20140304,평균,164.59
20140305,평균,164.4
20140306,평균,167.73
20140307,평균,169.42
20140308,평균,166.35
20140309,평균,153.21
20140310,평균,171.71
20140311,평균,168.28
20140312,평균,171.91
20140313,평균,174.64
20140314,평균,174.35
20140315,평균,164.8
20140316,평균,151.93
20140317,평균,169.05
20140318,평균,166.68
20140319,평균,167.21
20140320,평균,166.59
20140321,평균,164.4
20140322,평균,152.81
20140323,평균,148.6
20140324,평균,161.22
20140325,평균,161.22
20140326,평균,154.82
20140327,평균,158.66
20140328,평균,159.73
20140329,평균,153.63
20140330,평균,151.31
20140331,평균,165.47
20140401,평균,158.75
20140402,평균,155.76
20140403,평균,158.15
20140404,평균,159.88
20140405,평균,142.81
20140406,평균,138.84
20140407,평균,157.72
20140408,평균,153.95
20140409,평균,151.94
20140410,평균,155.08
20140411,평균,155.33
20140412,평균,145.56
20140413,평균,139.0
20140414,평균,155.25
20140415,평균,155.61
20140416,평균,151.45
20140417,평균,157.11
20140418,평균,155.55
20140419,평균,142.98
20140420,평균,139.01
20140421,평균,153.7
20140422,평균,151.81
20140423,평균,144.85
20140424,평균,144.72
20140425,평균,144.08
20140426,평균,143.69
20140427,평균,139.33
20140428,평균,156.63
20140429,평균,153.63
20140430,평균,144.09
20140501,평균,136.62
20140502,평균,143.71
20140503,평균,137.44
20140504,평균,131.73
20140505,평균,125.89
20140506,평균,140.31
20140507,평균,145.7
20140508,평균,144.14
20140509,평균,142.96
20140510,평균,140.73
20140511,평균,136.47
20140512,평균,156.01
20140513,평균,150.72
20140514,평균,152.58
20140515,평균,151.26
20140516,평균,152.46
20140517,평균,140.85
20140518,평균,135.09
20140519,평균,149.4
20140520,평균,152.68
20140521,평균,151.71
20140522,평균,145.58
20140523,평균,142.04
20140524,평균,141.04
20140525,평균,135.04
20140526,평균,143.84
20140527,평균,144.92
20140528,평균,147.39
20140529,평균,147.84
20140530,평균,150.58
20140531,평균,140.66
20140601,평균,134.16
20140602,평균,141.01
20140603,평균,144.25
20140604,평균,136.0
20140605,평균,132.28
20140606,평균,136.16
20140607,평균,135.97
20140608,평균,130.14
20140609,평균,138.2
20140610,평균,138.37
20140611,평균,138.34
20140612,평균,138.18
20140613,평균,137.99
20140614,평균,136.97
20140615,평균,123.92
20140616,평균,131.34
20140617,평균,139.2
20140618,평균,141.1
20140619,평균,138.25
20140620,평균,138.62
20140621,평균,137.99
20140622,평균,112.9
20140623,평균,126.12
20140624,평균,138.69
20140625,평균,138.05
20140626,평균,138.3
20140627,평균,138.97
20140628,평균,137.18
20140629,평균,132.4
20140630,평균,137.29
20140701,평균,149.37
20140702,평균,149.62
20140703,평균,147.75
20140704,평균,149.17
20140705,평균,139.37
20140706,평균,134.65
20140707,평균,148.83
20140708,평균,148.68
20140709,평균,155.44
20140710,평균,153.19
20140711,평균,150.17
20140712,평균,138.7
20140713,평균,135.93
20140714,평균,134.25
20140715,평균,148.74
20140716,평균,148.56
20140717,평균,148.42
20140718,평균,148.85
20140719,평균,138.34
20140720,평균,121.77
20140721,평균,123.1
20140722,평균,139.61
20140723,평균,147.24
20140724,평균,148.53
20140725,평균,147.2
20140726,평균,138.47
20140727,평균,124.2
20140728,평균,124.84
20140729,평균,143.89
20140730,평균,136.8
20140731,평균,136.37
20140801,평균,134.15
20140802,평균,132.28
20140803,평균,128.22
20140804,평균,120.84
20140805,평균,134.27
20140806,평균,133.38
20140807,평균,133.48
20140808,평균,133.09
20140809,평균,121.72
20140810,평균,109.14
20140811,평균,120.15
20140812,평균,120.95
20140813,평균,133.95
20140814,평균,133.91
20140815,평균,130.79
20140816,평균,114.22
20140817,평균,109.38
20140818,평균,116.55
20140819,평균,133.15
20140820,평균,132.51
20140821,평균,132.64
20140822,평균,133.17
20140823,평균,130.34
20140824,평균,119.55
20140825,평균,119.63
20140826,평균,134.19
20140827,평균,134.43
20140828,평균,135.12
20140829,평균,134.81
20140830,평균,130.91
20140831,평균,127.66
20140901,평균,136.62
20140902,평균,137.1
20140903,평균,137.24
20140904,평균,137.11
20140905,평균,135.37
20140906,평균,132.57
20140907,평균,51.57
20140908,평균,59.1
20140909,평균,86.79
20140910,평균,113.15
20140911,평균,136.64
20140912,평균,138.01
20140913,평균,136.93
20140914,평균,133.5
20140915,평균,138.25
20140916,평균,137.72
20140917,평균,138.03
20140918,평균,137.94
20140919,평균,138.12
20140920,평균,136.83
20140921,평균,133.58
20140922,평균,137.08
20140923,평균,138.28
20140924,평균,142.45
20140925,평균,138.67
20140926,평균,138.6
20140927,평균,136.63
20140928,평균,133.07
20140929,평균,137.67
20140930,평균,137.62
20141001,평균,133.84
20141002,평균,133.71
20141003,평균,130.1
20141004,평균,127.73
20141005,평균,125.99
20141006,평균,132.61
20141007,평균,133.1
20141008,평균,132.58
20141009,평균,130.78
20141010,평균,131.16
20141011,평균,128.42
20141012,평균,124.49
20141013,평균,132.4
20141014,평균,133.33
20141015,평균,133.7
20141016,평균,133.62
20141017,평균,133.44
20141018,평균,130.21
20141019,평균,125.68
20141020,평균,132.19
20141021,평균,133.59
20141022,평균,133.97
20141023,평균,134.13
20141024,평균,134.14
20141025,평균,131.34
20141026,평균,126.71
20141027,평균,132.28
20141028,평균,132.13
20141029,평균,132.61
20141030,평균,133.09
20141031,평균,133.58
20141101,평균,132.56
20141102,평균,127.62
20141103,평균,134.46
20141104,평균,134.87
20141105,평균,134.29
20141106,평균,133.63
20141107,평균,133.31
20141108,평균,129.4
20141109,평균,126.73
20141110,평균,132.43
20141111,평균,133.13
20141112,평균,132.88
20141113,평균,134.61
20141114,평균,134.71
20141115,평균,133.16
20141116,평균,129.88
20141117,평균,135.31
20141118,평균,136.53
20141119,평균,136.6
20141120,평균,135.41
20141121,평균,135.28
20141122,평균,131.35
20141123,평균,129.9
20141124,평균,135.54
20141125,평균,135.84
20141126,평균,134.49
20141127,평균,134.53
20141128,평균,135.92
20141129,평균,130.37
20141130,평균,128.55
20141201,평균,143.23
20141202,평균,143.64
20141203,평균,144.21
20141204,평균,146.76
20141205,평균,145.09
20141206,평균,142.33
20141207,평균,139.89
20141208,평균,144.91
20141209,평균,144.61
20141210,평균,145.06
20141211,평균,146.5
20141212,평균,145.65
20141213,평균,142.32
20141214,평균,139.57
20141215,평균,144.53
20141216,평균,145.14
20141217,평균,146.81
20141218,평균,146.13
20141219,평균,146.44
20141220,평균,143.07
20141221,평균,140.87
20141222,평균,144.69
20141223,평균,144.96
20141224,평균,145.12
20141225,평균,139.88
20141226,평균,145.26
20141227,평균,141.78
20141228,평균,137.49
20141229,평균,144.13
20141230,평균,144.81
20141231,평균,140.91
20150101,평균,133.57
20150102,평균,143.66
20150103,평균,137.51
20150104,평균,135.72
20150105,평균,141.39
20150106,평균,143.2
20150107,평균,142.37
20150108,평균,142.13
20150109,평균,141.97
20150110,평균,139.9
20150111,평균,135.71
20150112,평균,142.75
20150113,평균,142.13
20150114,평균,142.98
20150115,평균,142.68
20150116,평균,143.16
20150117,평균,137.92
20150118,평균,134.4
20150119,평균,141.89
20150120,평균,142.05
20150121,평균,142.08
20150122,평균,141.58
20150123,평균,141.56
20150124,평균,136.05
20150125,평균,133.9
20150126,평균,141.33
20150127,평균,142.76
20150128,평균,141.6
20150129,평균,142.06
20150130,평균,141.99
20150131,평균,139.0
20150201,평균,122.25
20150202,평균,127.89
20150203,평균,128.17
20150204,평균,128.87
20150205,평균,128.68
20150206,평균,128.53
20150207,평균,126.71
20150208,평균,124.37
20150209,평균,129.3
20150210,평균,127.81
20150211,평균,128.99
20150212,평균,129.23
20150213,평균,128.67
20150214,평균,125.77
20150215,평균,121.6
20150216,평균,126.6
20150217,평균,125.15
20150218,평균,89.4
20150219,평균,63.4
20150220,평균,62.26
20150221,평균,78.76
20150222,평균,118.69
20150223,평균,127.85
20150224,평균,128.22
20150225,평균,128.0
20150226,평균,127.82
20150227,평균,127.01
20150228,평균,122.75
20150301,평균,114.42
20150302,평균,118.8
20150303,평균,118.72
20150304,평균,121.06
20150305,평균,120.27
20150306,평균,121.03
20150307,평균,119.96
20150308,평균,116.0
20150309,평균,120.98
20150310,평균,122.03
20150311,평균,120.52
20150312,평균,121.11
20150313,평균,121.59
20150314,평균,119.89
20150315,평균,115.96
20150316,평균,119.99
20150317,평균,119.05
20150318,평균,119.54
20150319,평균,118.23
20150320,평균,118.52
20150321,평균,114.56
20150322,평균,113.03
20150323,평균,118.21
20150324,평균,117.95
20150325,평균,117.21
20150326,평균,116.98
20150327,평균,117.56
20150328,평균,115.23
20150329,평균,112.67
20150330,평균,116.52
20150331,평균,116.19
20150401,평균,103.76
20150402,평균,104.27
20150403,평균,104.49
20150404,평균,103.28
20150405,평균,100.49
20150406,평균,104.78
20150407,평균,105.12
20150408,평균,105.29
20150409,평균,106.04
20150410,평균,105.74
20150411,평균,105.28
20150412,평균,102.29
20150413,평균,105.14
20150414,평균,104.57
20150415,평균,103.67
20150416,평균,103.28
20150417,평균,103.06
20150418,평균,102.05
20150419,평균,100.13
20150420,평균,103.49
20150421,평균,103.94
20150422,평균,103.69
20150423,평균,103.43
20150424,평균,103.42
20150425,평균,100.43
20150426,평균,98.2
20150427,평균,101.72
20150428,평균,102.88
20150429,평균,102.99
20150430,평균,103.63
20150501,평균,93.79
20150502,평균,93.38
20150503,평균,91.76
20150504,평균,96.14
20150505,평균,93.49
20150506,평균,96.94
20150507,평균,97.28
20150508,평균,96.94
20150509,평균,96.18
20150510,평균,92.26
20150511,평균,96.73
20150512,평균,96.5
20150513,평균,97.89
20150514,평균,99.29
20150515,평균,96.98
20150516,평균,98.41
20150517,평균,92.95
20150518,평균,97.73
20150519,평균,97.37
20150520,평균,97.58
20150521,평균,97.18
20150522,평균,97.8
20150523,평균,98.26
20150524,평균,93.92
20150525,평균,94.17
20150526,평균,94.35
20150527,평균,99.25
20150528,평균,99.12
20150529,평균,99.81
20150530,평균,95.03
20150531,평균,92.69
20150601,평균,84.93
20150602,평균,86.76
20150603,평균,86.85
20150604,평균,86.63
20150605,평균,86.97
20150606,평균,85.27
20150607,평균,81.62
20150608,평균,81.25
20150609,평균,86.46
20150610,평균,86.33
20150611,평균,86.19
20150612,평균,86.39
20150613,평균,85.42
20150614,평균,75.2
20150615,평균,79.02
20150616,평균,86.4
20150617,평균,86.31
20150618,평균,86.58
20150619,평균,86.66
20150620,평균,86.27
20150621,평균,82.76
20150622,평균,80.26
20150623,평균,86.07
20150624,평균,86.36
20150625,평균,86.14
20150626,평균,85.38
20150627,평균,83.93
20150628,평균,69.19
20150629,평균,76.95
20150630,평균,84.85
20150701,평균,85.0
20150702,평균,84.94
20150703,평균,82.29
20150704,평균,81.01
20150705,평균,68.76
20150706,평균,74.74
20150707,평균,83.2
20150708,평균,83.75
20150709,평균,82.19
20150710,평균,84.14
20150711,평균,80.05
20150712,평균,64.91
20150713,평균,75.11
20150714,평균,85.55
20150715,평균,84.64
20150716,평균,82.79
20150717,평균,84.55
20150718,평균,83.66
20150719,평균,71.48
20150720,평균,76.24
20150721,평균,83.63
20150722,평균,85.61
20150723,평균,86.03
20150724,평균,86.13
20150725,평균,80.99
20150726,평균,71.1
20150727,평균,79.2
20150728,평균,86.23
20150729,평균,86.11
20150730,평균,86.57
20150731,평균,86.74
20150801,평균,88.18
20150802,평균,76.08
20150803,평균,77.95
20150804,평균,79.48
20150805,평균,83.19
20150806,평균,86.94
20150807,평균,90.48
20150808,평균,90.59
20150809,평균,78.97
20150810,평균,84.23
20150811,평균,90.91
20150812,평균,90.86
20150813,평균,91.0
20150814,평균,89.6
20150815,평균,90.23
20150816,평균,89.0
20150817,평균,91.11
20150818,평균,91.42
20150819,평균,91.0
20150820,평균,91.35
20150821,평균,91.25
20150822,평균,92.04
20150823,평균,89.57
20150824,평균,89.49
20150825,평균,90.11
20150826,평균,89.91
20150827,평균,90.19
20150828,평균,89.63
20150829,평균,91.03
20150830,평균,87.91
20150831,평균,84.7
20150901,평균,95.36
20150902,평균,95.57
20150903,평균,95.84
20150904,평균,95.74
20150905,평균,97.19
20150906,평균,95.23
20150907,평균,96.56
20150908,평균,95.72
20150909,평균,95.84
20150910,평균,96.18
20150911,평균,96.18
20150912,평균,99.6
20150913,평균,94.65
20150914,평균,95.57
20150915,평균,95.73
20150916,평균,95.16
20150917,평균,94.99
20150918,평균,95.02
20150919,평균,95.28
20150920,평균,92.2
20150921,평균,88.61
20150922,평균,95.05
20150923,평균,94.91
20150924,평균,95.32
20150925,평균,93.14
20150926,평균,53.7
20150927,평균,38.28
